Symbol,Alias,Description,Function,Gene_Set,Species,Literature_Name,Literature_Link,KEGG_ID,KEGG_Name,Gene_ID
EEF1E1,"minoacyl TRNA Synthetase Complex-Interacting Multifunctional Protein 3","eukaryotic translation elongation factor 1 epsilon 1","Positive modulator of ATM response to DNA damage.","genomic instability","Homo sapiens","Dissection of the structural organization of the aminoacyl-tRNA synthetase complex",10.1074/jbc.M809636200,unknown,Unknown,9521
EEF2,"EEF-2; EF2","eukaryotic translation elongation factor 2","Age-dependent changes to EEF2 in rats, which could account for the decline in protein synthesis in old animals.","loss of proteostasis","Homo sapiens","Elongation factor 2 diphthamide is critical for translation of two IRES-dependent protein targets, XIAP and FGF2, under oxidative stress conditions",10.1016/j.freeradbiomed.2013.10.015,unknown,Unknown,1938
EFEMP1,"EGF Containing Fibulin Extracellular Matrix Protein 1","EGF containing fibulin-like extracellular matrix protein 1","Binds EGFR, the EGF receptor, inducing EGFR autophosphorylation and the activation of downstream signaling pathways. May play a role in cell adhesion and migration. May function as a negative regulator of chondrocyte differentiation. In the olfactory epithelium, it may regulate glial cell migration, differentiation and the ability of glial cells to support neuronal neurite outgrowth.","altered intercellular communication","Homo sapiens","EFEMP1 binds the EGF receptor and activates MAPK and Akt pathways in pancreatic carcinoma cells",https://doi.org/10.1515/BC.2009.140,unknown,Unknown,2202
EGF,"HOMG4; URG","epidermal growth factor","EGF stimulates the growth of various epidermal and epithelial tissues in vivo and in vitro and of some fibroblasts in cell culture.","cellular senescence","Homo sapiens","EGF/EGFR Upregulates and Cooperates With Netrin-4 to Protect Glioblastoma Cells From DNA Damage-Induced Senescence",10.1186/s12885-018-5056-4,hsa04010,"MAPK signaling pathway",1950
EGFR,ERBB1,"epidermal growth factor receptor","Receptor tyrosine kinase binding ligands of the EGF family and activating several signaling cascades to convert extracellular cues into appropriate cellular responses.","cellular senescence","Homo sapiens","Mechanisms of Skin Aging Induced by EGFR Inhibitors",10.1007/s00520-016-3254-7,hsa04010,"MAPK signaling pathway",1956
EGR1,"ZNF225; AT225","early growth response 1","Transcriptional regulator. Recognizes and binds to the DNA sequence 5'-GCG(T/G)GGGCG-3'(EGR-site) in the promoter region of target genes.","cellular senescence","Homo sapiens","Early Life Stress and Epigenetics in Late-onset Alzheimer's Dementia: A Systematic Review",10.2174/1389202919666171229145156,hsa04912,"GnRH signaling pathway",1958
EHMT1,"Histone H3-K9 Methyltransferase 5","histone-lysine N-methyltransferase EHMT1","Histone methyltransferase that specifically mono- and dimethylates 'Lys-9' of histone H3 (H3K9me1 and H3K9me2, respectively) in euchromatin. H3K9me represents a specific tag for epigenetic transcriptional repression by recruiting HP1 proteins to methylated histones. Also weakly methylates 'Lys-27' of histone H3 (H3K27me). Also required for DNA methylation, the histone methyltransferase activity is not required for DNA methylation, suggesting that these 2 activities function independently. Probably targeted to histone H3 by different DNA-binding proteins like E2F6, MGA, MAX and/or DP1. During G0 phase, it probably contributes to silencing of MYC- and E2F-responsive genes, suggesting a role in G0/G1 transition in cell cycle. In addition to the histone methyltransferase activity, also methylates non-histone proteins: mediates dimethylation of 'Lys-373' of p53/TP53.","epigenetic alterations","Homo sapiens","A complex with chromatin modifiers that occupies E2F- and Myc-responsive genes in G0 cells",10.1126/science.1069861,hsa04211,"Longevity regulating pathway",79813
EHMT2,"Histone-Lysine N-Methyltransferase EHMT2","euchromatic histone lysine methyltransferase 2","Histone methyltransferase that specifically mono- and dimethylates 'Lys-9' of histone H3 (H3K9me1 and H3K9me2, respectively) in euchromatin. H3K9me represents a specific tag for epigenetic transcriptional repression by recruiting HP1 proteins to methylated histones. Also mediates monomethylation of 'Lys-56' of histone H3 (H3K56me1) in G1 phase, leading to promote interaction between histone H3 and PCNA and regulating DNA replication. Also weakly methylates 'Lys-27' of histone H3 (H3K27me). Also required for DNA methylation, the histone methyltransferase activity is not required for DNA methylation, suggesting that these 2 activities function independently. Probably targeted to histone H3 by different DNA-binding proteins like E2F6, MGA, MAX and/or DP1. May also methylate histone H1. In addition to the histone methyltransferase activity, also methylates non-histone proteins: mediates dimethylation of 'Lys-373' of p53/TP53. Also methylates CDYL, WIZ, ACIN1, DNMT1, HDAC1, ERCC6, KLF12 and itself.","epigenetic alterations","Homo sapiens","The G9a gene in the human major histocompatibility complex encodes a novel protein containing ankyrin-like repeats",10.1042/bj2900811,hsa04211,"Longevity regulating pathway",10919
EIF4E,"MRNA Cap-Binding Protein","eukaryotic translation initiation factor 4E","Recognizes and binds the 7-methylguanosine-containing mRNA cap during an early step in the initiation of protein synthesis and facilitates ribosome binding by inducing the unwinding of the mRNAs secondary structures. Component of the CYFIP1-EIF4E-FMR1 complex which binds to the mRNA cap and mediates translational repression. In the CYFIP1-EIF4E-FMR1 complex this subunit mediates the binding to the mRNA cap.",others,"Homo sapiens","Translational homeostasis via the mRNA cap-binding protein, eIF4E",10.1016/j.molcel.2012.04.004,hsa04211,"Longevity regulating pathway",1977
EIF4E1B,"Eukaryotic Translation Initiation Factor 4E Family Member 1B","eukaryotic translation initiation factor 4E type 1B","Recognizes and binds the 7-methylguanosine-containing mRNA cap during an early step in the initiation of protein synthesis and facilitates ribosome binding by inducing the unwinding of the mRNAs secondary structure.",others,"Homo sapiens","Phylogenetic analysis of eIF4E-family members",10.1186/1471-2148-5-48,hsa04211,"Longevity regulating pathway",253314
EIF4E2,"MRNA Cap-Binding Protein Type 3","eukaryotic translation initiation factor 4E type 2","Recognizes and binds the 7-methylguanosine-containing mRNA cap during an early step in the initiation. Acts as a repressor of translation initiation. In contrast to EIF4E, it is unable to bind eIF4G (EIF4G1, EIF4G2 or EIF4G3), suggesting that it acts by competing with EIF4E and block assembly of eIF4F at the cap.",others,"Homo sapiens","Cloning and characterization of 4EHP, a novel mammalian eIF4E-related cap-binding protein",10.1074/jbc.273.21.13104,hsa04211,"Longevity regulating pathway",9470
EIF4EBP1,"Eukaryotic Translation Initiation Factor 4E-Binding Protein 1","eukaryotic translation initiation factor 4E-binding protein 1","Repressor of translation initiation that regulates EIF4E activity by preventing its assembly into the eIF4F complex: hypophosphorylated form competes with EIF4G1/EIF4G3 and strongly binds to EIF4E, leading to repress translation. In contrast, hyperphosphorylated form dissociates from EIF4E, allowing interaction between EIF4G1/EIF4G3 and EIF4E, leading to initiation of translation. Mediates the regulation of protein translation by hormones, growth factors and other stimuli that signal through the MAP kinase and mTORC1 pathways.",others,"Homo sapiens","Insulin-dependent stimulation of protein synthesis by phosphorylation of a regulator of 5'-cap function",10.1038/371762a0,hsa04211,"Longevity regulating pathway",1978
EIF5A2,"Eukaryotic Initiation Factor 5A","eukaryotic translation initiation factor 5A2","mRNA-binding protein involved in translation elongation. Has an important function at the level of mRNA turnover, probably acting downstream of decapping. Involved in actin dynamics and cell cycle progression, mRNA decay and probably in a pathway involved in stress response and maintenance of cell wall integrity. Functions as a regulator of apoptosis. Mediates effects of polyamines on neuronal process extension and survival. May play an important role in brain development and function, and in skeletal muscle stem cell differentiation.","loss of proteostasis","Homo sapiens","Identification and characterization of eukaryotic initiation factor 5A-2",10.1046/j.1432-1033.2003.03806.x,unknown,Unknown,56648
ELN,"WBS; WS; SVAS",elastin,"ELN is structural protein that may be related to arterial morphogenesis.","altered intercellular communication","Homo sapiens","Multisystem Study of 20 Older Adults With Williams Syndrome",10.1002/ajmg.a.30400,hsa04151,"PI3K-Akt signaling pathway",2006
EMD,"STA; LEMD5",emerin,"The functions of EMD in the nuclear lamina may indicate a role for EMD in ageing and have roles in chromatin organization, gene regulation and signal transduction.",others,"Homo sapiens","The Nuclear Lamina Comes of Age",10.1038/nrm1550,unknown,Unknown,2010
ENO1,"ENO1L1; HEL-S-17","enolase 1","Glycolytic enzyme the catalyzes the conversion of 2-phosphoglycerate to phosphoenolpyruvate. In addition to glycolysis, involved in various processes such as growth control, hypoxia tolerance and allergic responses.",others,"Homo sapiens","Alcohol drinking exacerbates neural and behavioral pathology in the 3xTg-AD mouse model of Alzheimer's disease",10.1016/bs.irn.2019.10.017,hsa04066,"HIF-1 signaling pathway",2023
ENO2,"HEL-S-279; NSE","enolase 2","Has neurotrophic and neuroprotective properties on a broad spectrum of central nervous system (CNS) neurons.",others,"Homo sapiens","Alcohol drinking exacerbates neural and behavioral pathology in the 3xTg-AD mouse model of Alzheimer's disease",10.1016/bs.irn.2019.10.017,hsa04066,"HIF-1 signaling pathway",2026
EP300,"p300; KAT3B","E1A binding protein p300","EP300 mediates many transcriptional events including DNA repair.EP300 has been associated with several other proteins that may be involved in ageing, such as WRN.","genomic instability","Homo sapiens","DNA Damage-Induced Translocation of the Werner Helicase Is Regulated by Acetylation",10.1074/jbc.M210479200,hsa04935,"Growth hormone synthesis, secretion and action",2033
EPOR,EPO-R,"erythropoietin receptor","Receptor for erythropoietin. Mediates erythropoietin-induced erythroblast proliferation and differentiation. Upon EPO stimulation, EPOR dimerizes triggering the JAK2/STAT5 signaling cascade.","cellular senescence","Homo sapiens","Erythropoietin Signaling Increases Choroidal Macrophages and Cytokine Expression, and Exacerbates Choroidal Neovascularization",10.1038/s41598-018-20520-z,hsa04630,"JAK-STAT signaling pathway",2057
EPS8,"Epidermal Growth Factor Receptor Kinase Substrate 8","epidermal growth factor receptor pathway substrate 8","Stimulates guanine exchange activity of SOS1. May play a role in membrane ruffling and remodeling of the actin cytoskeleton. In the cochlea, is required for stereocilia maintenance in adult hair cells.",others,"Homo sapiens","The eps8 family of proteins links growth factor stimulation to actin reorganization generating functional redundancy in the Ras/Rac pathway",10.1091/mbc.E03-06-0427,unknown,Unknown,2059
ERBB2,"HER2; NGL","erb-b2 receptor tyrosine kinase 2","Protein tyrosine kinase that is part of several cell surface receptor complexes, but that apparently needs a coreceptor for ligand binding. Essential component of a neuregulin-receptor complex, although neuregulins do not interact with it alone.",others,"Homo sapiens","Premature Senescence Is a Primary Fail-Safe Mechanism of ERBB2-driven Tumorigenesis in Breast Carcinoma Cells","PMID: 15705882",hsa04010,"MAPK signaling pathway",2064
ERCC1,RAD10,"excision repair cross-complementation group 1","ERCC1 has a role in DNA repair in association with the other ERCC proteins.","genomic instability","Homo sapiens","Formation of a Ternary Complex by Human XPA, ERCC1, and ERCC4(XPF) Excision Repair Proteins",10.1073/pnas.91.11.5017,unknown,Unknown,2067
